code,family,family_variant,parent,categories,values,created,updated,associations,quantified_associations
ares_pink,clothing,clothing_color_size,ares,"['master_men_blazers_deals', 'print_clothing', 'supplier_mongo']","{'supplier': [{'locale': None, 'scope': None, 'data': 'mongo'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'pink'}], 'collection': [{'locale': None, 'scope': None, 'data': ['spring_2015']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '1099.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'Blazer wool mixed with sand print foot hen'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Ares'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Ares pink'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': ""Blazer wool mixed with sand print foot hen, single breasted with two buttons, patch pockets and contrasting lapel collar, model 'Vienna'. Das Model 185 cm groß ist und trägt Größe 40 (DE Größe 50 - 101cm Brustumfang) 60% wool, 30% polyester, 10% cotton. Machine washable.""}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
ares_yellow,clothing,clothing_color_size,ares,"['master_men_blazers_deals', 'print_clothing', 'supplier_mongo']","{'supplier': [{'locale': None, 'scope': None, 'data': 'mongo'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'yellow'}], 'collection': [{'locale': None, 'scope': None, 'data': ['spring_2015']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '1099.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'Blazer wool mixed with sand print foot hen'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Ares'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Ares yellow'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': ""Blazer wool mixed with sand print foot hen, single breasted with two buttons, patch pockets and contrasting lapel collar, model 'Vienna'. Das Model 185 cm groß ist und trägt Größe 40 (DE Größe 50 - 101cm Brustumfang) 60% wool, 30% polyester, 10% cotton. Machine washable.""}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
artemis_blue,clothing,clothing_color_size,artemis,"['master_women_blouses', 'print_clothing', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '400'}], 'color': [{'locale': None, 'scope': None, 'data': 'blue'}], 'collection': [{'locale': None, 'scope': None, 'data': ['spring_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '499.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': '8/7/3/8/87381cb0093fb0b94b2755077e59f0db572bea9a_artemis.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/8/7/3/8/87381cb0093fb0b94b2755077e59f0db572bea9a_artemis.jpg/download'}}}], 'variation_image': [{'locale': None, 'scope': None, 'data': 'f/2/e/0/f2e00b1388d9ae53e39a4228d66643d02d21cc2b_artemis.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/f/2/e/0/f2e00b1388d9ae53e39a4228d66643d02d21cc2b_artemis.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'T-Shirt cotton round neck'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Artemis'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Artemis blue'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'T-Shirt cotton round neck, three quarter sleeves and neckline in the back.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
artemis_red,clothing,clothing_color_size,artemis,"['master_women_blouses', 'print_clothing', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '400'}], 'color': [{'locale': None, 'scope': None, 'data': 'red'}], 'collection': [{'locale': None, 'scope': None, 'data': ['spring_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '499.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': '8/7/3/8/87381cb0093fb0b94b2755077e59f0db572bea9a_artemis.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/8/7/3/8/87381cb0093fb0b94b2755077e59f0db572bea9a_artemis.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'T-Shirt cotton round neck'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Artemis'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Artemis red'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'T-Shirt cotton round neck, three quarter sleeves and neckline in the back.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
athena,clothing,clothing_colorsize,,"['master_women_dresses', 'supplier_mongo']","{'supplier': [{'locale': None, 'scope': None, 'data': 'mongo'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '800'}], 'collection': [{'locale': None, 'scope': None, 'data': ['autumn_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '699.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': '9/2/e/0/92e0e8a085bccb82b091160ed83ef629055a74c9_athena.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/9/2/e/0/92e0e8a085bccb82b091160ed83ef629055a74c9_athena.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'athena'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Athena'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Length: Short\nLining: 100% polyester\nModel: Model is 179 cm and wears a size 36\nCervical Shape: Deep V-neck\nTotal length: 88 cm in size 36\nAdditional Info: zip, lined\nHandle Type: Sleeveless\nComposition: 100% nylon\nCare instructions: hand wash'}]}",2022-02-18T12:17:20+00:00,2022-02-18T12:17:21+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
bacchus_blue,clothing,clothing_color_size,bacchus,"['master_men_pants_shorts', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'blue'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': '9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg/download'}}}], 'variation_image': [{'locale': None, 'scope': None, 'data': '2/b/0/a/2b0af7726d3e68c36de63ae3d3b0387a1ff2cb03_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/2/b/0/a/2b0af7726d3e68c36de63ae3d3b0387a1ff2cb03_bacchus.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus blue'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
bacchus_orange,clothing,clothing_color_size,bacchus,"['master_men_pants_shorts', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'orange'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': '9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus orange'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
bacchus_pink,clothing,clothing_color_size,bacchus,"['master_men_pants_shorts', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'pink'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': '9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus pink'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
bacchus_yellow,clothing,clothing_color_size,bacchus,"['master_men_pants_shorts', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'yellow'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': '9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/9/d/4/c/9d4ccc4c112f2a04b908c2d8c15332a91db079e7_bacchus.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus yellow'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
caelus_blue,clothing,clothing_color_size,caelus,"['master_men_blazers_deals', 'supplier_mongo']","{'supplier': [{'locale': None, 'scope': None, 'data': 'mongo'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'blue'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '999.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'Tuxedo with animal print'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Caelus'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Caelus blue'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Get ready to party in this tuxedo with animal print grabbing composed of a single-breasted jacket with 2 buttons and matching pants. Our skinny suits offer a perfect contemporary snowstorm.\nThe model is 1.85 meters (6 feet 1 inch), wears a size 40 jacket and pants 32R.\nDry clean only.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
caelus_red,clothing,clothing_color_size,caelus,"['master_men_blazers_deals', 'supplier_mongo']","{'supplier': [{'locale': None, 'scope': None, 'data': 'mongo'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'red'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '999.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'Tuxedo with animal print'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Caelus'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Caelus red'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Get ready to party in this tuxedo with animal print grabbing composed of a single-breasted jacket with 2 buttons and matching pants. Our skinny suits offer a perfect contemporary snowstorm.\nThe model is 1.85 meters (6 feet 1 inch), wears a size 40 jacket and pants 32R.\nDry clean only.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
diana_pink,clothing,clothing_color_size,diana,"['master_women_dresses', 'print_clothing', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '400'}], 'color': [{'locale': None, 'scope': None, 'data': 'pink'}], 'collection': [{'locale': None, 'scope': None, 'data': ['winter_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '149.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': 'f/1/a/1/f1a12b65455762815d33bfb00e4a94b1c857ab24_diana2.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/f/1/a/1/f1a12b65455762815d33bfb00e4a94b1c857ab24_diana2.jpg/download'}}}], 'variation_image': [{'locale': None, 'scope': None, 'data': '2/e/0/b/2e0bdca7834314c1cef7e9e50eaa35885b5629a7_diana2.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/2/e/0/b/2e0bdca7834314c1cef7e9e50eaa35885b5629a7_diana2.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'diana'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Diana'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Diana pink'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Length: Short\nLining: 100% polyester\nModel: Model is 179 cm and wears a size 36\nCervical Shape: Deep V-neck\nTotal length: 88 cm in size 36\nAdditional Info: zip, lined\nHandle Type: Sleeveless\nComposition: 100% nylon\nCare instructions: hand wash'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
diana_red,clothing,clothing_color_size,diana,"['master_women_dresses', 'print_clothing', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '400'}], 'color': [{'locale': None, 'scope': None, 'data': 'red'}], 'collection': [{'locale': None, 'scope': None, 'data': ['winter_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '149.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': 'f/1/a/1/f1a12b65455762815d33bfb00e4a94b1c857ab24_diana2.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/f/1/a/1/f1a12b65455762815d33bfb00e4a94b1c857ab24_diana2.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'diana'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Diana'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Diana red'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Length: Short\nLining: 100% polyester\nModel: Model is 179 cm and wears a size 36\nCervical Shape: Deep V-neck\nTotal length: 88 cm in size 36\nAdditional Info: zip, lined\nHandle Type: Sleeveless\nComposition: 100% nylon\nCare instructions: hand wash'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
hades_blue,clothing,clothing_color_size,hades,"['master_men_pants_jeans', 'print_clothing', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'blue'}], 'collection': [{'locale': None, 'scope': None, 'data': ['autumn_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '699.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'Elegant slim long sleeve shirt'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Hades'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Hades blue'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Elegant slim long sleeve shirt white with button-down collar and breast pocket. 65% polyester, 35% cotton. Machine washable.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
hades_red,clothing,clothing_color_size,hades,"['master_men_pants_jeans', 'print_clothing', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'color': [{'locale': None, 'scope': None, 'data': 'red'}], 'collection': [{'locale': None, 'scope': None, 'data': ['autumn_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '699.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'Elegant slim long sleeve shirt'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Hades'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Hades red'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Elegant slim long sleeve shirt white with button-down collar and breast pocket. 65% polyester, 35% cotton. Machine washable.'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
aurora,clothing,clothing_colorsize,,"['master_women_blouses', 'print_clothing', 'supplier_mongo']","{'supplier': [{'locale': None, 'scope': None, 'data': 'mongo'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '700'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'aurora'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Aurora'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Length: Long\nFit: Relaxed\nModel: Model is 175 cm tall and wears a size 36\nTotal length: 71 cm in size 36\nCollar: Shawl Collar\nSleeve length: 37 cm in size 36\nHandle Type: three quarter sleeve\nComposition: 100% polyester\nCare instructions: do not tumble dry, Machine wash at 30 ° C, shrink possibility limited to 5%, delicates wash'}]}",2022-02-18T12:17:20+00:00,2022-02-18T12:17:21+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
jack_brown,clothing,clothing_color_size,jack,['tshirts'],"{'color': [{'locale': None, 'scope': None, 'data': 'brown'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'variation_image': [{'locale': None, 'scope': None, 'data': '7/6/d/5/76d55fcde0c1e7391c1e069fbdce7238a2493ed2_t_shirt_marron.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/7/6/d/5/76d55fcde0c1e7391c1e069fbdce7238a2493ed2_t_shirt_marron.png/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'jack'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Jack'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Jack brown'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
jack_green,clothing,clothing_color_size,jack,['tshirts'],"{'color': [{'locale': None, 'scope': None, 'data': 'green'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'variation_image': [{'locale': None, 'scope': None, 'data': 'd/b/3/1/db314f196608081dcaca18668ce4979af1f0e858_t_shirt_green.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/d/b/3/1/db314f196608081dcaca18668ce4979af1f0e858_t_shirt_green.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'jack'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Jack'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Jack green'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
plain_red,clothing,clothing_color_size,plain,['tshirts'],"{'color': [{'locale': None, 'scope': None, 'data': 'red'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'variation_image': [{'locale': None, 'scope': None, 'data': '0/b/c/a/0bcaa77bb03d2cd11283cc940756dc753695d85c_plain_red.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/0/b/c/a/0bcaa77bb03d2cd11283cc940756dc753695d85c_plain_red.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'plain'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Plain'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Plain red '}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
plain_white,clothing,clothing_color_size,plain,['tshirts'],"{'color': [{'locale': None, 'scope': None, 'data': 'white'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'name': [{'locale': None, 'scope': None, 'data': 'plain'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Plain'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Plain white'}]}",2022-02-18T12:17:24+00:00,2022-02-18T12:17:25+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
